"x1","x2","x3","x4"
4.605170185988092,3.6888794541139363,-234419.72734661849,0.0
4.605170185988092,3.6888794541139363,-234419.72734661849,0.0
4.605170185988092,3.6888794541139363,-234419.72734661849,0.0
4.605170185988092,3.6888794541139363,-234419.72734661849,0.0
4.370261252495836,3.7685477350862806,-191889.45574345993,1.0
4.370261252495836,3.7685477350862806,-191889.45574345993,0.0
4.370261252495836,3.7685477350862806,-191889.45574345993,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,1.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
4.291378763345756,4.125451800384565,-175421.54729638214,0.0
3.7992349150274958,2.4931051267963493,-169166.75588690146,1.0
2.883974769104373,2.5835669633396305,-163984.6830574739,1.0
2.883974769104373,2.5835669633396305,-163984.6830574739,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,1.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.172020023331388,2.0022511262077414,-163617.6419037627,0.0
3.1941692541846174,1.9924361936966597,-163631.30402096524,1.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,1.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.0368253483817313,2.2805835017182394,-162785.61230459184,0.0
3.1187108519578213,2.2272603863055633,-162825.45023316177,1.0
3.1187108519578213,2.2272603863055633,-162825.45023316177,0.0
3.1347847395939294,2.314099324985071,-162252.5792428276,1.0
3.1347847395939294,2.314099324985071,-162252.5792428276,0.0
3.1347847395939294,2.314099324985071,-162252.5792428276,0.0
3.1347847395939294,2.314099324985071,-162252.5792428276,0.0
3.1347847395939294,2.314099324985071,-162252.5792428276,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,1.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
3.1487006598176768,2.332737559899007,-162218.9833431986,0.0
