"x1","x2","x3","x4","x5","x6"
2.302585092994046,2.302585092994046,4.605170185988092,3.6888794541139363,-231918.0642569576,0.0
2.302585092994046,2.302585092994046,4.605170185988092,3.6888794541139363,-231918.0642569576,0.0
2.004716315045236,1.3301861149252006,4.7769306702332885,3.4437121125149033,-227763.1124624954,1.0
1.5861788347506645,1.4344275528298316,4.761032349529809,3.675893164905629,-226330.63566360786,1.0
1.9495003293424942,1.505734009549607,4.340834346699431,3.2645489492532422,-192471.5899496611,1.0
1.805601739193938,1.9415400175042743,3.6836652042167923,4.098095979706483,-187794.8092233524,1.0
1.805601739193938,1.9415400175042743,3.6836652042167923,4.098095979706483,-187794.8092233524,0.0
2.0520655470550118,1.2447345079171785,2.6451541599254607,3.823959486217959,-175006.33265041548,1.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,1.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,0.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,0.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,0.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,0.0
2.517494283389546,0.18842174989874905,3.098618434104806,3.8408918317243654,-169957.97790284833,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,1.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.7945648403279428,0.09601254196093711,3.742146640727521,3.7062247055103663,-167897.48841241366,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,1.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.6617133127431145,0.33978685115805135,3.699656075470017,3.5270536640389785,-167105.56548116705,0.0
1.1316043582235502,0.39473240125159903,2.885310199909573,3.1569813407961402,-165792.91965816147,1.0
1.1316043582235502,0.39473240125159903,2.885310199909573,3.1569813407961402,-165792.91965816147,0.0
1.1316043582235502,0.39473240125159903,2.885310199909573,3.1569813407961402,-165792.91965816147,0.0
1.1316043582235502,0.39473240125159903,2.885310199909573,3.1569813407961402,-165792.91965816147,0.0
1.1316043582235502,0.39473240125159903,2.885310199909573,3.1569813407961402,-165792.91965816147,0.0
