"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
3506.881648564,109.0,0.0,228.0,74.0,34.0,67.0,194.0,7.0,34.0,67.0,8.0,0.0
2737.816928462,85.0,0.0,220.0,44.0,34.0,41.0,186.0,3.0,34.0,41.0,10.0,0.0
3234.919876406,101.0,0.0,286.0,57.0,38.0,53.0,248.0,4.0,37.0,53.0,11.0,0.0
2641.978430317,82.0,0.0,244.0,45.0,35.0,41.0,209.0,4.0,32.0,41.0,9.0,0.0
2859.211316476,89.0,0.0,279.0,41.0,40.0,38.0,239.0,3.0,38.0,38.0,13.0,0.0
3408.760278754,106.0,0.0,249.0,70.0,31.0,61.0,218.0,9.0,29.0,61.0,16.0,0.0
3571.054098321,111.0,0.0,304.0,78.0,24.0,72.0,280.0,6.0,22.0,72.0,17.0,0.0
2844.145547956,88.0,0.0,252.0,42.0,45.0,38.0,207.0,4.0,43.0,38.0,7.0,0.0
3340.085407522,104.0,0.0,212.0,64.0,39.0,56.0,173.0,8.0,38.0,56.0,10.0,0.0
3056.625632291,95.0,0.0,236.0,63.0,27.0,58.0,209.0,5.0,27.0,58.0,10.0,0.0
