"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
3789.831061448,117.0,0.0,228.0,68.0,47.0,60.0,181.0,8.0,47.0,60.0,10.0,0.0
3204.540093352,99.0,0.0,258.0,62.0,43.0,51.0,215.0,11.0,39.0,51.0,9.0,0.0
2699.97804554,83.0,0.0,275.0,40.0,41.0,36.0,234.0,4.0,39.0,36.0,8.0,0.0
3319.098960518,103.0,0.0,265.0,56.0,50.0,47.0,215.0,9.0,44.0,47.0,12.0,0.0
3430.109255278,106.0,0.0,327.0,58.0,53.0,48.0,274.0,10.0,53.0,48.0,5.0,0.0
2946.497482407,91.0,0.0,222.0,43.0,46.0,35.0,176.0,8.0,46.0,35.0,10.0,0.0
3394.255916407,105.0,0.0,236.0,56.0,51.0,48.0,185.0,8.0,49.0,48.0,8.0,0.0
2882.921976382,89.0,0.0,227.0,47.0,46.0,39.0,181.0,8.0,45.0,39.0,5.0,0.0
2845.726294136,88.0,0.0,268.0,47.0,47.0,39.0,221.0,8.0,46.0,39.0,3.0,0.0
2551.690283881,78.0,0.0,225.0,41.0,39.0,38.0,186.0,3.0,35.0,38.0,5.0,0.0
