"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
2867.248332448,88.0,0.0,303.0,49.0,32.0,46.0,271.0,3.0,32.0,46.0,10.0,0.0
3940.847148029,123.0,0.0,268.0,76.0,43.0,71.0,225.0,5.0,43.0,71.0,9.0,0.0
3612.916535804,112.0,0.0,231.0,62.0,45.0,60.0,186.0,2.0,44.0,60.0,8.0,0.0
3313.920288849,103.0,0.0,227.0,60.0,39.0,59.0,188.0,1.0,36.0,59.0,8.0,0.0
3903.945993474,121.0,0.0,222.0,65.0,55.0,60.0,167.0,5.0,52.0,60.0,9.0,0.0
4094.211558662,127.0,0.0,219.0,87.0,37.0,84.0,182.0,3.0,37.0,84.0,6.0,0.0
2339.419736571,72.0,0.0,221.0,34.0,31.0,29.0,190.0,5.0,30.0,29.0,13.0,0.0
3755.415745811,117.0,0.0,220.0,63.0,52.0,57.0,168.0,6.0,52.0,57.0,8.0,0.0
1824.76542304,55.0,0.0,232.0,29.0,27.0,26.0,205.0,3.0,27.0,26.0,2.0,0.0
2790.605485004,86.0,0.0,250.0,42.0,41.0,36.0,209.0,6.0,39.0,36.0,11.0,0.0
