"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13"
3545.036547033,110.0,0.0,221.0,57.0,47.0,55.0,174.0,2.0,45.0,55.0,10.0,0.0
3233.536006884,100.0,0.0,272.0,53.0,43.0,49.0,229.0,4.0,41.0,49.0,10.0,0.0
3528.250848096,109.0,0.0,223.0,62.0,34.0,61.0,189.0,1.0,34.0,61.0,14.0,0.0
3439.166091144,106.0,0.0,243.0,56.0,47.0,48.0,196.0,8.0,45.0,48.0,13.0,0.0
3078.139478826,95.0,0.0,225.0,38.0,46.0,37.0,179.0,1.0,46.0,37.0,12.0,0.0
3421.057095178,106.0,0.0,263.0,61.0,33.0,60.0,230.0,1.0,32.0,60.0,14.0,0.0
3138.951417431,97.0,0.0,218.0,58.0,40.0,53.0,178.0,5.0,38.0,53.0,6.0,0.0
2727.602931401,84.0,0.0,261.0,40.0,42.0,38.0,219.0,2.0,41.0,38.0,5.0,0.0
3733.987527059,116.0,0.0,241.0,73.0,40.0,68.0,201.0,5.0,40.0,68.0,8.0,0.0
2721.016364078,84.0,0.0,231.0,52.0,29.0,48.0,202.0,4.0,26.0,48.0,10.0,0.0
