900 23.2484
1900 22.673
2900 23.2543
3900 25.4073
4900 26.0733
5900 25.7971
6900 27.0712
7900 26.3865
8900 26.588
9900 27.3036
10900 26.0589
11900 24.7547
12900 25.9271
13900 26.6845
14900 25.1851
15900 26.4181
16900 24.9559
17900 25.188
18900 27.5977
19900 26.8429
20900 24.3577
21900 23.8885
22900 24.2402
23900 24.5941
24900 23.978
25900 23.6888
26900 24.3107
27900 23.8351
28900 23.9664
29900 23.7233
30900 23.6471
31900 24.4958
32900 24.1517
33900 25.9139
34900 22.97
35900 23.4547
36900 23.6935
37900 23.9469
38900 23.7653
39900 24.1096
40900 24.1785
41900 25.0908
42900 27.6529
43900 26.8272
44900 24.8117
45900 24.95
46900 27.6396
47900 27.3682
48900 28.0649
49900 25.9129
50900 25.2541
51900 24.3114
52900 23.936
53900 23.4859
54900 23.6235
55900 28.0022
56900 27.4335
57900 24.079
58900 23.9473
59900 25.1015
60900 23.5744
61900 24.3777
62900 25.1038
63900 23.289
64900 24.2302
65900 23.51
66900 24.5246
67900 23.6749
68900 23.8322
69900 23.538
70900 22.1533
71900 22.1755
72900 22.7216
73900 22.3366
74900 23.3786
75900 22.9432
76900 22.7497
77900 23.7183
78900 23.3128
79900 23.4958
80900 24.1341
81900 25.3272
82900 23.2713
83900 24.1752
84900 24.163
85900 23.2526
86900 23.5923
87900 24.4996
88900 23.5823
89900 24.562
90900 23.1568
91900 23.2191
92900 23.5031
93900 23.0821
94900 23.038
95900 23.9159
96900 24.1044
97900 24.247
98900 23.875
99900 24.1537
100900 23.4396
101900 23.7853
102900 24.6016
103900 25.6861
104900 24.5658
105900 24.7719
106900 24.7562
107900 25.6398
108900 24.1426
109900 23.5381
110900 26.2221
111900 25.3894
112900 25.2003
113900 25.3247
114900 25.9839
115900 24.8228
116900 23.6829
117900 24.3562
118900 23.637
119900 23.691
120900 23.8405
121900 23.5179
122900 23.5349
123900 23.7576
124900 23.6168
125900 25.4518
126900 23.6021
127900 23.582
128900 24.1147
129900 23.8431
130900 23.8641
131900 23.3598
132900 23.9046
133900 23.5481
134900 23.817
135900 23.8579
136900 23.7277
137900 24.1431
138900 24.6279
139900 25.4821
140900 24.4785
141900 24.2452
142900 24.6747
143900 26.4956
144900 24.2539
145900 24.57
146900 25.4167
147900 25.4811
148900 24.944
149900 24.7419
150900 24.4946
151900 24.2108
152900 23.9079
153900 23.9155
154900 24.6819
155900 24.1116
156900 24.3295
157900 25.1337
158900 24.1011
159900 23.988
160900 24.2296
161900 24.9674
162900 24.8845
163900 24.2981
164900 24.1688
165900 24.3523
166900 24.2968
167900 24.5509
168900 23.4675
169900 24.4027
170900 24.3754
171900 24.151
172900 23.753
173900 23.8238
174900 24.7784
175900 24.7626
176900 23.9746
177900 25.5193
178900 24.625
179900 24.3025
180900 24.2759
181900 23.7047
182900 23.9765
183900 23.3044
184900 23.5674
185900 23.4828
186900 24.6369
187900 25.072
188900 23.5259
189900 23.4133
190900 24.037
191900 24.2848
192900 23.7372
193900 23.3007
194900 23.3188
195900 23.8179
196900 23.6926
197900 24.4911
198900 24.552
199900 24.1463
200900 24.8546
201900 24.5566
202900 24.2924
203900 23.8373
204900 23.9254
205900 23.7823
206900 23.8142
207900 23.7948
208900 24.3657
209900 23.7195
210900 23.6226
211900 23.9138
212900 23.2171
213900 24.1563
214900 27.1951
215900 23.9271
216900 23.6013
217900 24.0425
218900 24.5956
219900 23.9441
220900 24.3901
221900 24.0765
222900 24.1125
223900 23.4643
224900 22.5552
225900 22.4594
226900 22.6305
227900 23.8103
228900 23.6592
229900 23.4587
230900 23.8905
231900 23.9571
232900 23.5054
233900 24.8694
234900 23.1522
235900 25.0191
236900 23.4646
237900 23.1931
238900 24.5413
239900 23.2822
240900 23.7441
241900 23.5266
242900 28.1154
243900 24.1507
244900 23.1104
245900 26.3951
246900 23.5968
247900 24.5006
248900 23.1458
249900 22.757
250900 24.627
251900 23.8809
252900 23.424
253900 24.468
254900 24.5833
255900 23.4867
256900 23.9002
257900 24.5285
258900 25.5196
259900 24.8432
260900 25.4801
261900 24.9838
262900 24.6725
263900 24.6567
264900 25.0218
265900 24.7846
266900 25.3271
267900 25.5835
268900 24.3978
269900 24.5537
270900 24.835
271900 25.0575
272900 24.8411
273900 24.7852
274900 23.6653
275900 24.3126
276900 24.027
277900 24.0339
278900 24.9895
279900 24.3924
280900 23.6621
281900 24.5598
282900 24.6079
283900 25.5895
284900 26.7526
285900 24.5816
